review_id,title,text,rating,author,app_version,date,app_name,platform,extraction_method,extraction_date,userImage,thumbs_up,developer_response,replied_at,appVersion,has_complaint,is_analyzed_by_id,claude_summary,claude_sentiment,primary_category,complaint_severity,analysis_status,output_tokens
12327107965,No,Hot garbage and useless app should be named MyCrapapp,1.0,Telus why,6.21.3,2025-02-18T13:19:04-07:00,Rogers,iOS,itunes_rss,2025-05-22,,,,,,False,False,Hot garbage and useless app should be named MyCrapapp,Negative,User Experience,Critical,success,52
12308318619,Billing,Have to pay a high bill …win back team misguided and called Roger’s five times ..rogers put it on win back team and win back on Roger’s…plz don’t trust win back team,1.0,A misguided costumer..,6.21.1,2025-02-13T19:32:32-07:00,Rogers,iOS,itunes_rss,2025-05-22,,,,,,False,False,"High bill, poor customer service, and issues with the 'win back team'.",Negative,Billing,Major,success,56
12009764288,Worst app,This app is garbage developers got millions of dollars for this garbage its never open ….. trying to open this garbage from 4 days coz i need to pay bill and it never opens …. They got all fake reviews this garbage app doesn't deserve 4 star i wish i can give less thn 1 star,1.0,I'm ifw,6.19.0,2024-11-30T08:20:27-07:00,Rogers,iOS,itunes_rss,2025-05-22,,,,,,False,False,"The app is described as garbage, never opens, and has fake reviews.",Negative,App Crashes,Critical,success,54
11815066536,Rogers,Rogers is incredibly useless,1.0,sevenirish,6.17.0,2024-10-09T08:45:15-07:00,Rogers,iOS,itunes_rss,2025-05-22,,,,,,False,False,Rogers is incredibly useless,Negative,User Experience,Major,success,44
11439090431,"One of the big three, keeping consumer costs elevated.","Rogers, Bell, Telus; a closed triopoly, not interested in a free market, but only keeping Canadians hostage to their profit goals. 
Their prices (and profits) are kept high by keeping competition out. There is no proactive action taken to work towards securing better deals for clients… and there’s two other paths to take, which are different sides of the same triangle of corporate greed. They lobby really, really hard, under the guise of protecting Canadian interests, when their concern is only self serving.
Open up the communication market and see how well these three succeed in the face of fair competition.",2.0,P:ssed off,6.16.0,2024-06-29T21:05:19-07:00,Rogers,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Rogers, Bell, and Telus are a closed triopoly that keep prices high and competition out, with no proactive action to secure better deals for clients.",Negative,Features,Major,success,71
10924337013,Legal scammers,Your internet service is so crappy I had t buy a diaper for my modem…In a ideal word Rogers should not exist!,1.0,f$ uber,6.10.0,2024-02-10T10:52:41-07:00,Rogers,iOS,itunes_rss,2025-05-22,,,,,,False,False,"The reviewer is extremely dissatisfied with the poor internet service provided by Rogers, describing it as 'crappy' and wishing the company did not exist.",Negative,Performance,Critical,success,70
254a26b0-4e95-4e4d-b362-3c9d2c0a29f6,,"keeps crashing, does not let me pay my bills (something went wrong try later). y'all need to fix up, I'm not paying these late fees",1.0,A Google user,6.23.0.36,2025-05-21 7:58,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"The app crashing is disappointing. To help you effectively, we would like to have more information about the issue, the app version, and device details. Please post the details on our Apps board: https://roge.rs/2YYdIXe. To avoid a late payment charge, please consider paying your bill using one of the options: https://roge.rs/3OpjgE3. ^ms


",2025-05-21 13:59,6.23.0.36,False,False,"The app keeps crashing and does not allow the user to pay their bills, leading to late fees.",Negative,Billing,Critical,success,59
82f608f0-ab58-4457-9af5-cde6bb0fccf0,,So far so good thanks Roger’s,5.0,A Google user,,2025-05-20 16:48,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,Thanks for your review! We're delighted to know you are pleased with Rogers as a whole. Don’t hesitate to shoot us a note at https://communityforums.rogers.com if you have any questions. ^mg,2025-05-21 8:13,,False,False,So far so good thanks Roger's,Positive,User Experience,Minor,success,46
706f6d7b-0789-46c9-ae21-774be0568259,,app is okay... but can we please remove that picture of the woman on there? it makes me just use the web app instead. luckily I have a way to uninstall this system app.,1.0,A Google user,6.23.0.36,2025-05-20 14:59,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,Hi Austin! Thank you for the review. Can you share more details about your problem at https://communityforums.rogers.com? Thank you ^jjl,2023-06-03 17:23,6.23.0.36,False,False,"The app is okay, but the user wants to remove a picture of a woman that makes them use the web app instead.",Negative,User Experience,Minor,success,63
12e3a508-7230-499c-8578-678ef816d642,,The switch from my old sim to my new sim was easy and I also got to keep my old number!,5.0,A Google user,6.23.0.36,2025-05-20 14:37,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Good day Lisa, we're pleased to know your SIM and phone number transfer went smoothly and we're very grateful you took the time to share your feednack with us. Cheers! ^mg",2025-05-21 8:13,6.23.0.36,False,False,"Easy switch to new SIM, kept old number.",Positive,User Experience,Minor,success,49
1c6a5984-7ed7-4a21-b4b2-3bf4c416bcce,,Nov 2019: Very simple to use. Detailed enough for a quick look at current services and bill summary etc. Cannot view specific things on your bill but you can do that on desktop version which is fine. Update May 2025: app crashes a lot. Hopefully fixed soon.,3.0,A Google user,6.23.0.36,2025-05-20 13:55,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,1.0,"Hey PMT, we truly appreciate the feedback on the MyRogers app. Thanks for taking the time to leave this awesome review. ^mg",2019-11-06 15:36,6.23.0.36,False,False,"Simple app for quick bill summary, but crashes frequently and lacks detailed bill viewing.",Mixed,App Crashes,Major,success,54
2fa302d3-970b-4ce7-ad89-7348d7eadf0b,,Greedy company,1.0,A Google user,5.16.1.8,2020-11-08 4:50,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Norbert, we're sad to hear that we have not lived up to your expectations. If you do have an issue we will be happy to help you resolve it. Please reach out to us at https://communityforums.rogers.com so we can get started. ^tb",2020-11-08 11:57,5.16.1.8,False,False,Greedy company,Negative,Other,Minor,success,42
758692c5-eef5-46e5-ae73-70adfdc895fd,,"Not uninstallable, wastfull garbage.",1.0,A Google user,5.9.0.10,2020-10-06 19:51,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,Hi Amelia! Sorry to hear you haven't liked the app. Please let us know if you're encountering any other issues besides uninstalling the app and we'll try our best to help you out! ^zf,2020-10-07 11:32,5.9.0.10,False,False,"Wasteful garbage, not uninstallable.",Negative,User Experience,Major,success,49
9429b2a7-25ca-4bf2-8da8-f1836da19986,,"Why has the myRogers app recently started showing up as running in the background? I'd also like to know why the app is reporting it used 14.5 GB of data since June. My final question of the day - what is ""Qualtrics feedback requests"" under Show Notifications?",1.0,A Google user,5.16.0.134,2020-09-14 22:07,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hello Richard! The likely cause of the app continuing to run has to do with our 'NetworkAid' location prompt. If you select  to always allow it, then the app will run even if closed. Please reinstall the app to select a new option (Allow once or Don't allow). Please post a message here: https://roge.rs/2F4tbNN to receive further guidance. ^yc",2020-09-18 11:46,5.16.0.134,False,False,"The user is concerned about the myRogers app running in the background and using a large amount of data, as well as the 'Qualtrics feedback requests' notification.",Negative,Performance,Major,success,75
4f5967bc-a126-47e0-a2b9-d36684c84c3f,,it is the pits! without question,1.0,A Google user,5.15.0.145,2020-08-30 21:50,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Dear Michael, 

We are sorry to hear this. Would you mind sharing the exact issues you had at https://communityforums.rogers.com and we will do our best to rectify those as soon as possible. Thanks! ^ch",2020-09-02 7:19,5.15.0.145,False,False,The app is terrible without question.,Negative,User Experience,Major,success,45
8033580e-85dc-4ea6-9bc6-99e0fd0a66ff,,Still Is not letting me open the app for weeks,1.0,A Google user,5.9.2.5,2020-07-16 15:35,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Madison, I can imagine how frustrating it is to lose access to the app for weeks. If you have not already, please uninstall/reinstall or disable/enable the app on your device. Let us know if issues are persistent. ^tb",2020-06-03 12:26,5.9.2.5,False,False,App not opening for weeks,Negative,App Crashes,Critical,success,45
59eb8025-7828-4d47-bc7c-ffe5abd15414,,The worst app ever signing in is a pain in the ass,1.0,A Google user,5.14.1.1,2020-07-11 15:36,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Ani, sign in issues are never fun to deal with. Can you describe what is happening when you try to sign in? Do you get an error message of any kind? ^tb",2020-07-15 9:32,5.14.1.1,False,False,"The app is terrible, with a painful sign-in process.",Negative,Login Issues,Major,success,51
82cd9463-4914-4954-b0c8-45ad73bdb8ae,,Very good app and super easy,5.0,A Google user,,2020-07-10 3:46,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,Hello Hani! thank you for your comment and review. We are glad that you are happy with the app😊! ^cg,2020-07-10 8:00,,False,False,Very good app and super easy,Positive,User Experience,Minor,success,45
f529ecd2-2ffd-4cb7-9824-e74587e98a32,,Having so much trouble with this app. Most of the time i cant sign in and then it wont let me get support like live chat. Whats going on,3.0,A Google user,5.14.1.1,2020-07-08 11:23,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hey Kristie, sorry to hear about your experience with the app. We'd love to take a look into this for you. Please feel free to reach out to us at https://communityforums.rogers.com. ^jl",2020-07-08 15:31,5.14.1.1,False,False,"Experiencing login and support issues with the app, making it difficult to use.",Negative,Login Issues,Major,success,54
a561270d-b99a-4dc6-9008-d8ceb5c76850,,Painfully good! 🙃,5.0,A Google user,5.14.1.1,2020-07-04 11:43,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Brenda, thanks so much for the 5 star rating! ^tb",2020-07-05 11:50,5.14.1.1,False,False,Painfully good app experience!,Positive,User Experience,Minor,success,46
b10af4e1-1e96-4da5-a7cc-79b9fda2c83d,,Just orrible app,1.0,A Google user,5.14.1.1,2020-07-02 4:14,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,Hi Davide. I do apologize about your experience. what problems are you having with the app? We are always working to improve it. Please write to us at https://communityforums.rogers.com. We will try to help you immediately. ^ht,2020-07-04 10:46,5.14.1.1,False,False,Horrible app experience.,Negative,User Experience,Major,success,43
64e77479-52b3-4e17-843f-54f7fbdd30b9,,Beaucoup trop de mise à jours pour une aussi simple application!,3.0,A Google user,5.14.1.1,2020-07-01 11:01,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Salut Simon, je sais que de devoir faire plusieurs mises à jour peut être inconvénient. Est-ce que tout fonctionne bien avec MonRogers? ^mg

M-À-J: Merci d'avoir mis à jour votre évaluation Simon! Avisez-nous si vous avez besoin de plus d'assistance. :) ^mg",2020-07-02 17:38,5.14.1.1,False,False,Too many updates for a simple app!,Negative,User Experience,Minor,success,47
1c39cffd-a002-4047-a546-2f1f04ed819e,,This app keeps crashing. I have uninstalled it and then updated it again. I have disabled it and then enabled it. It keeps crashing!!!! it's very finicky... In the past 3 months is probably crashed over 50 times and it's extremely annoying. I'm not sure why a big corporation like Rogers can't get a simple app to function properly.,1.0,A Google user,5.14.1.1,2020-06-30 0:50,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,24.0,"Hello Susan, We are very sorry about the experience with the app. Please ensure you have the latest updates. Also, check if the app is running in the background. You can also message us at https://communityforums.rogers.com about the issue. ^cg",2020-06-30 10:11,5.14.1.1,False,False,"The app keeps crashing frequently, causing frustration for the user.",Negative,App Crashes,Critical,success,53
2c655c00-d313-4593-830c-8300748ef463,,"I am very happy with my rogers, it's FB that is the problem. I feel if you are running a business like FB then be there to help your customers.",5.0,A Google user,5.14.1.1,2020-06-29 11:41,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,1.0,"Hey Charlene, thank you for taking the time to rate us 😊. We are glad that you liked the app. ^cg",2020-06-30 9:23,5.14.1.1,False,False,The reviewer is satisfied with Rogers but has issues with Facebook's customer support.,Positive,Support,Minor,success,52
64a33a08-1628-443f-9a1f-b196d097cc24,,F.,5.0,A Google user,5.14.1.1,2020-06-28 11:38,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hello Savo, thank you for rating the app😊. ^cg",2020-06-30 7:47,5.14.1.1,False,False,Short review with no details.,Neutral,Other,None,success,43
